,sentiment,sentiment:confidence,text
373,1,1.0,  thanks for the info  genius was able to get the computer booted by forcing the discreet video card on boot
374,0,1.0,every new iphone or update spellcheck suppress my greatness more and more   stop trying to tell me what to type 
375,0,0.6708,you know why mac users were so happy to get turdbolt? because  eschewed esata since its inception  nut kicks to dead steve 
376,0,1.0,"more expensive  products failing after less than 18 months   no warranty, no recourse  why is it we buy this junk again?"
377,1,1.0,got to hear about the new patent by apple     and that's a quite innovative idea       the mobile screen will never break in future
378,1,0.8365,  yeay! glad it all worked out for you  )
379,0,1.0, pls let me know when yr sorti out problems wi ipadmini its freezing slow 
380,0,1.0,whoever downgrades from a iphone 6 to a 5s obviously doesn't understand the extra 20  battery life  every morning my 5s is dead  
381,0,1.0,  why'd you do this to us?!
382,0,1.0,  fuck you apple
383,0,0.6517,this new phone sucks i can't make it stand up or on its side i can't wait for the iphone 7  fix this you dingles
384,0,1.0,idk if it's my phone or what ! ip6 ain't shit but problems   fix this shit !!
385,0,1.0,"the iphone 6 may have a longer upgrade cycle   if so, expect unit sales to fall  aapl  aapl 
"
386,0,1.0,waiting a week for a duns number is preventing me from being able to build and release a client's ios app   why do you hate me so?
387,0,1.0,"last month ip cable this month earpiece, give me a break "
388,0,0.5259,"more evidence that apple, inc  needs to refresh apple tv   aapl"
389,0,1.0, sometimes i have to restart my phone to make siri do speak selection and it's annoying  fixit
390,0,0.6882, aapl apple back in court with  1 billion on the line   
391,1,1.0,"companies i admire      it must rocks to work there, because mainly of their boss and their culture "
392,1,0.7024,dear  karen wins for best customer service ever  she waited on hold for 12 minutes to help me while i waited on hold w  my bank
393,1,1.0,   thanks so much!
394,0,1.0,julian robertson still bullish on apple inc    aapl
395,1,0.6722,"apple's iphone gained significant share in the us, japan, germany and great britain  via   aapl  iphone6"
396,0,1.0,why did  send me a new computer today and it is broken     whyamihavingtomakegeniusbarappointmentsalready
397,0,1.0,"ok, utterly rediculous! takes 2 hrs to do a simple thing like syncing a ringtone? itunes accessability is horific! again! rediculous! "
398,0,0.6587,rt  this new phone sucks i can't make it stand up or on its side i can't wait for the iphone 7  fix this you dingles
399,1,1.0,goodbye graphics problems  thank you  for such great customer service  
400,1,1.0,goodbye graphics problems  thank you  for such great customer service  
401,1,1.0, apple dominates mobile online shopping at 78 percent in us  aapl 
402,0,1.0,hey  i think u need a new product  ipster
403,0,1.0, now i'm being told because it was an  product the price can't be overrided  must pay full price then call back for an
404,0,1.0,my phone died on 23   what the fuck is this
405,1,0.7903,i just got my powerbeats2 back from repair  shoutout to  x 
406,1,1.0,   happy to help  if u use kind words  )  using apple process is free and fast   dm with ?
407,0,1.0,note to  mail still has trouble sending   the last update didn't fix it   mail that doesn't send?  not so useful 
408,1,0.6509999999999999,  good we got a new shiny macs too so we will keep this handy!
409,0,1.0,"fucking goddamn stupid   , ur too fucked up!  justsayin  itunes"
410,0,0.8185,my phone dropped and this happened??  you wanna help me out 
411,1,0.6635,"apple's iphone gained significant share in the us, japan, germany and great britain  aapl  aapl 
"
412,0,1.0,rt  my phone died on 23   what the fuck is this
413,0,1.0,activation of airdrop on ios 8 1 1 kills wifi !! what have you done  ???
414,0,1.0,   ios8  iphone6  issues device with voicemail  4 the phone being a phone it seems under developed  ie listen message and take a note!
415,1,1.0,"apple's iphone 6 plus amazingly captures 41  of the phablet market right out of the gate  aapl  aapl 
"
416,1,0.7456,"the iphone 6 plus will be huge in china this spring  aapl  aapl 
"
417,0,0.3562, support said can't test nfc so can't assume my phone is not working  keep saying can't does help  i'll go back to 
418,0,1.0,  that rage when dealing  geniuses when they maintain 'it's not a known issue' when a simple google search shows it's a big 1
419,1,0.6513,"barclays raises aapl price target by 17  to  140  aapl  aapl 
"
420,0,0.6722, help! my mac memory has been cleared and now it's asking for a password? it's not the old one and i can't get on it!
421,1,0.6635, happy new month
422,0,0.6673,   apples are meant to be healthy
423,0,1.0,   but these phones make people fat lol
424,0,1.0, siri never understands me  she just said she was 'new 2 my language' and didn't get me  i speak english without major accent   apple 
425,0,0.6839,block trade detected in  aapl
426,1,0.5327,thanks   and  for the great leadership federal grand jury subpoenaed documents from l a  unified 
427,0,0.6758," you're selling this lightning cord, doesn't work   accessorymaynotbesupported  what's the deal? "
428,1,0.6538,"my  badge finally works at my work site, just tore the guest sticker badge into many, many pieces     feel like a new man!"
429,0,1.0, i could of just gone to canal street for a knockoff  cmonman and  why must i pay  30 for a lightning cord?
430,0,0.7439,another lawsuit against    this one is about  ipod antitrust tactics in  itunes 
431,0,0.6509999999999999, to pay  24 million for infringing on ancient pager  patents  sure   why not   intellectualproperty  ip  pgsip
432,0,1.0, why can't i fnd netbot on app store !? help asap
433,0,1.0,wow  yall needa step it up  rt  music and snapchat at the same damn time  thank you  note4
434,0,0.6833,you should be able to leave facetime video messages 
435,0,1.0, can not believe that  are still with you given the nature of what u have been accused of    disgusting 
436,0,0.7024,why can't i hide the gray controller on the dvd player? what heck?  
437,0,0.6882," yeah, it's not for everyone  i sold my soul to  a while ago  thanks for the link!"
438,0,1.0,   wait no im okay here but yeah actually we should burn it down
439,0,1.0,  where the fuck is my phone it shouldn't take this long 
440,1,1.0,great piece from  on   amp  the new  red  app store   profits from exclusive content go to  
441,0,1.0, lolol  stupid phone  should say best and most varied   sort this phone out  apols 
442,0,1.0,"shockingly, imessage on the desktop is fucked up again  great work,  seriously, on point with network services as only you can do "
443,1,0.6539," ust sayin',  aapl is still the king    "
444,0,1.0,"   what if i don't want my money going to africa to fight aids?  we have problems here we need to fight  
 
 apple  africa   cnn"
445,0,1.0,my laptop battery went straight from 60  to 3  
446,0,0.7044,"last yeari bought 'superman' and 'superman returns' from  now they aren't available for me to stream, and  has no real answer "
447,0,1.0,i will definitely think carefully in the future about buying something from  if  support can't even tell me what's going wrong 
448,0,1.0,this 16gb is going to kill me  im this close to taking a shit on my phone  
449,1,1.0,"but i'm beyond thankful for the help  gave me today  computer was defective and they replaced it, while i just payed the difference"
450,0,1.0,if i fail poli sci because of this fucking laptop i'm suing 
451,1,0.7429,got new cases   )     slc  citycreek  apple  applestore  red  productred  aids  founda    
452,0,1.0,wtf   my phone is in do not disturb and i'm still getting notifications   fix this shit  
453,0,1.0,currently on hold with  in cupertino to try to set up a genius bar appointment in madrid  dontask
454,1,1.0,first tweet from my new   iphone 6 plus   newtoy
455,0,1.0,you just did too much you asshole   get your shit together 
456,0,1.0,so  wouldn't fix my phone and claims that i didn't tell them to screen was fucked 
457,0,1.0," iphone6 users complain to    apple  about front  ( wednesday, 3  december) "
458,1,0.6624,got new cases   )     slc  citycreek  apple  applestore  red      
459,0,0.6492,  trumps  in streaming media sales 
460,0,1.0,apple secretly deleted ipod owners' songs downloaded from competing music services   aapl
461,0,1.0,"dear   
 
why oh why do i have to baby sit copying files in the pos finder? it's not like copying files is hard  oh wait, it's you "
462,0,1.0, please get yourself together! i need my products to work!
463,0,0.7916,"dear  
 
now it's my fault that your pos macbook airquotes pro does not have fast ports  drop the pro in the future   toycomputer"
464,0,1.0," hi! a few days ago i purchase 2 ringtones and non of them appear on my phone or purchased, but they appear in my credit card"
465,1,0.344, if you didnt make such good products i would boycott you forever
466,0,1.0,"as the sun devils were making their 20 2 run on us, my phone called 4 people and hung up on them all on it's own  wtf!  iphoneissues "
467,0,1.0, apple admits it deleted songs purchased through competing stores from ipods         aapl  realnetworks
468,0,0.7177,  gotta switch to that android life  galaxy
469,1,0.6933,"luv   iphone i've had pretty much all the iphones   3gs,  4 ,  4s ,  5c  amp    mobilephone  "
470,0,0.6879,"not happy  have caused this to happen through a  osx system update, still on mavericks  "
471,0,1.0, is becoming very petty about not allowing certain apple dev resources work in chrome 
472,0,0.6722,    i agree about apple  their customer service is based on condescending employees treating
473,0,0.6781,is there anything more maddening than notifications re appearing with app upgrade? 
474,0,1.0, your chargers suck
475,0,1.0,more  fuck you  
476,0,0.6884, aapl apple inc  (aapl) falls for week because of monday morning drop   
477,1,1.0,apple inc  ceo donates  291k to pennsylvania school district   aapl
478,1,0.7454, runs the world  look around you
479,0,1.0,my fix for syncdefaultsd crashing every five minutes and losing preference settings  keep system preferences open 
480,0,1.0, ios8 upgrade creates  cutandpaste problems  not impressed  anyone else ha
481,0,1.0,"  my music library wont sync new music etc, itunes tells me sync completed, nothing new uploaded,how do i fix this? frustrating"
482,0,1.0, fucking let everyone name the group chats their own things please and thanks
483,0,1.0, honestly sucks
484,0,0.6876,      you get 6ms ping  i get no connection  thanks  
485,0,0.6604, yosemite needs a lot more testing  just hooked machine to thunderbolt display and was greeted with this  
486,0,1.0,how do i only have 12 7 gb used if my phone is 16 gb?  
487,0,0.7073, make some better chargers fam or make them cheaper cuz rn this ain't getting the job done
488,0,0.7877,has anyone figured out why  iphones randomly lose their contacts for a few hours for no reason?  wth
489,0,0.9351,how can my phone die while plugged in wtf 
490,0,1.0,hey   i'm not a fan of your latest commercial!!
491,0,0.7368,how is 41 degrees nice weather  
492,0,1.0, accused of deleting songs from  ipods without users' knowledge 
493,0,0.5169, chrome books overtake  devices in the education market!  via 
494,0,1.0,over 1 hour on hold with  customer service trying to figure their messup o 
495,0,1.0,fuck you 
496,0,1.0,rt  fuck you 
497,0,1.0,iphone chargers can suck my ass   disappointed
498,0,0.6828,aye forreal tho done w yo bs 
499,0,1.0, how does the word 'demographic' not have any synonyms attached in your dictionary application  incompetence
500,0,1.0,wtf  y'all shit be cheap  
501,0,1.0,rt  wtf  y'all shit be cheap  
502,0,1.0,iphone battery life takes the piss sort it out  iphone  iphone  apple 
503,0,1.0,"seriously wtf iphone  it's been fucking up all day, now it won't let me set my alarm for my 9 30 lecture  fkn  you can pay my tuition"
504,0,0.6752,'  true   silly iphone'  get your life together
505,0,1.0,rt  '  true   silly iphone'  get your life together
506,0,0.6758, u niggas really put this weak ass album n this gay ass artwork on my iphone? im bout to go buy my first galaxy 
507,0,0.6708,apple inc  fails app store trademark appeal   aapl
508,0,0.7390000000000001, removed songs from ipods without telling customers 
509,0,1.0, why is it that your iphone's alarm fails to work sometimes?? i missed 3 bonus points from a class because of this  sooooo annoyed
510,1,1.0,photo  amazing customer service today  utc store  i worked form the store for several hours on    
511,0,1.0,i'm so done with this piece of shit phone why doesn't it ever send me notifications when taylor tweets fuck u 
512,1,0.6661,amazing customer service today  utc store  i worked form the store for several hours on  tbjapodcast while    
513,1,0.9126,loving the os update for my mac!  yosemite 
514,0,0.6568,where's a freaking gelato emoji when you one? (cc  
515,0,1.0,oh  how many feedback assistant messages do i have to send before you do anything about it?
516,0,1.0, once again  is inconsistent with app rules to maintain their plausible deniability  sorry to hear that greg 
517,1,1.0,  has a 40  market share of uk smartphone market   driven by the iphone 6  great that over a third of sales were made in apple stores 
518,0,1.0,i thought this shit was suppose to be gorilla glass 
519,1,0.6825,great  attachment means we can watch  awards via  via my    
520,0,1.0,   your definition of 'easy' is warped  thanks for the useless corporate speak 
521,0,1.0,"11am and 20  battery  die, "
522,0,0.6879, did that yesterday    again! told the issue was with  not   this has just added to the worst 3 months of customer service ever!
523,0,1.0,when is  going to stop producing these pieces of shit earphones? its about time for earphones that dont tangle! 
524,1,1.0,"i'm happy now, thnx fags  "
525,1,1.0,here's apple's next great business (aapl)   investwall  aapl
526,0,0.6979,thank you mr smug   who told me i was at fault for lightening cable breaking  err no just read the forums   crapcable
527,0,1.0," l agree with you, they're about as robust as a chocolate fire guard  "
528,0,0.6669,"   'but you see sir, its how you handle them' no its not if so robust why a wall full of them     appleporkies"
529,0,1.0,  yeah apple ur slackin
530,1,1.0,"apple devices clobber androids on cyber monday, but the underdog is catching up  aapl  aapl 
"
531,0,1.0,well thanks  for losing over 5000 of my songs off my classic and now every photo i had on my itouch was deleted   greatcompany
532,1,0.6651,day 338  my 1st ipod from 2005  had stopped workin years ago!!! just came back to life!! wtf  
533,0,1.0,why does  take so long to send you the password reset email  ipod  apple  soslow
534,0,0.6765, make them poor to increase profits?  cynic  
535,1,0.5138, apple is now worth more than the entire russian stock market  via   aapl  aapl
536,1,0.6552,"new products, 'innovative services' lead barclays to hike apple price target by 17  to  140   aapl  aapl 
"
537,0,1.0,walked into work and seen this   who tf traded in a bent up ass iphone   yall needa fix this shit 
538,0,1.0,almost want back to an android because why won't apple have torrent?
539,1,0.6686,"thanks  for the heads up but i live in a frozen wasteland, not an arid desert  "
540,1,1.0,"rt  apple iphone 6, 6 plus and retina imac ship times improve in time for holidays   aapl  aapl 
"
541,1,1.0,"rt  insanely great news   teams up with  for iads programmatic launch 
"
542,0,1.0, why are apple users surprised?  tells them how to hold their phones what's on their phones  amp  what they can listen to  isheep
543,1,0.4882,"why apple  is poised to have a record breaking holiday season  aapl  aapl 
"
544,0,1.0,  you need to sort your phones out 
545,1,1.0,"rt  why apple  is poised to have a record breaking holiday season  aapl  aapl 
"
546,0,1.0," why is your nyc grand central store so bad when it comes to service? 14th street is much, much better   "
547,1,1.0," iphone6 sales success gives    apple  best ever uk market position  ( thursday, 4  december) "
548,0,1.0,fuck you  my phone has been searching for service for almost a complete day
549,0,1.0,"rt  even more reason for  to stop using benzene in its manufacturing  
 
"
550,1,1.0,  greatservice thanks for helping me out   sylvester
551,0,1.0,i've been waiting 2 months for my iphone 6  what the fuck  
552,0,1.0, is way better than 
553,0,0.5211,block trade detected in  aapl
554,0,0.6425,i truly feel   apple needs to do more with itunes match to make it worth it 
555,0,0.6635,is this happening on your  itunes account?  is secretly deleting your non itunes music  
556,1,0.6667,"from afternoon tea to   ipadair2, there is something for everyone with  touchpoint rewards    visit  more info"
557,0,1.0,"hey  fuck you for thinking i want text messages to pop up on my computer, ipad and phone    thisiswhypeoplegetmurdered"
558,0,0.6731,"if you offer  feedback on their messaging program, the webpage is from ichat (so like 2010)  "
559,0,1.0, you are loosing all the things that used to make you so much better to live with than windows
560,0,1.0,i don't undestand how   creditcare website doesn't work on  prod had to request paper bills  whatyearisit  poorcustomerservice
561,1,0.6801,"congrats  rt  fda cleared, smartphone connected thermometer  stores!  "
562,0,0.5411,block trade detected in  aapl
563,1,1.0, share of uk smartphone sales soared to 39 5  in the 3 months to october thanks to  iphone6 launch
564,0,1.0,okay so now the sound to my phone is messed up  i really think you're doing this on purpose 
565,0,1.0,what the hell is this    glitches 
566,0,1.0,"rt  11am and 20  battery  die, "
567,1,0.6646, apple inc  to have an 'explosive' quarter  jmp analyst  aapl 
568,1,0.5126,how an svn connection led to safer conditions for  workforce   
569,1,0.6821,"how apple  is crushing google  on mobile shopping   aapl  aapl 
"
570,0,0.7119,what are you talking about  i back it up all the time 
571,1,0.6591, aapl beacons hit stores ahead of holidays   
572,1,0.6464,rt  how an svn connection led to safer conditions for  workforce   
573,0,0.6527,block trade detected in  aapl
574,1,0.6879,my new mbp is freaking awesome   apple  macbookpro  lovingit
575,1,0.6618," aapl shorting apple at 116    love the company, love their products, everybody admires apple, but the capitalization is way too wild "
576,0,0.6661, wtf  fix this
577,1,1.0,"thestreet   cramer says buy mapple, as  avago tech's earnings hint at big demand  avgo  aapl "
578,0,1.0,  i domt think so
579,0,0.6669,"apple named 10th most disruptive idea in the past 85 years by businessweek  aapl  aapl 
"
580,0,0.6884,"rt  apple named 10th most disruptive idea in the past 85 years by businessweek  aapl  aapl 
"
581,0,0.6754, peroquemorro !!!! 'lawyers say  ipods deleted songs not purchased from   via 
582,1,0.6373,"' while  still dominates e commerce,  devices are grabbing market share  "
583,0,1.0,i could really kick  's ass  this iphone 6 battery sucks moldy dick on a tuesday night ! worst shit ever  only last 4 fucking hours 
584,0,1.0,disgusted with  advertising for the ipad air   falseadvertising  nono
585,0,1.0,done with this iphone 6 plus apple or sprint giving me my bread back  trash ass phone full of fuck ups  
586,0,1.0,rt  done with this iphone 6 plus apple or sprint giving me my bread back  trash ass phone full of fuck ups  
587,0,1.0," ay cuhz step your shit up,have a good phone with a real charger ready by february or we outro"
588,0,1.0,an osx update just bricked my macbook pro!   fuck  
589,0,0.6679999999999999, aapl a developer perfectly summed up the limitations of the apple watch   
590,0,0.6796,"the ceo of  warns wearables makers that tech needs productivity, not novelty like  siri  
 
"
591,1,0.6544, aapl how apple inc (aapl) is crushing google inc (googl) on mobile shopping   
592,1,1.0,free s o  for this nice ipad
593,1,1.0,"  def gotta have it, i don't even like watches"
594,0,1.0,"  needs to stop auto arranging the home screen, and allow users to position apps wherever they want "
595,0,1.0,lol fuck you  if i'm going to pay you my left arm  amp  leg for a product   make it last for more then a couple months  shittychargers
596,0,1.0,i have no more storage left  fuck you 
597,1,0.6781,"if you would've invested  50,000 in 2005 in  aapl stock you would have  1,315,066 today   shucks"
598,1,0.6722,  it looks like  is offering a free course on one of their programs   is that the same thing you are seeing?  hourofcode
599,1,1.0,"gotta love the genius bar at  thanks for your help alex!! at apple store, suburban square "
600,0,0.7018, i wish  would do something similar! its almost worth switching to samsung for it
601,1,0.6912, aapl apple executives to take stand in antitrust trial   
602,0,1.0, is in and  is out at emanon records   apple was premium product  now it is an average product with a premium price 
603,0,1.0,my ipad is playing disgusting music and i cannot make it stop  help! 
604,1,0.4852,nice job  would you like your kid to sit on this? 
605,0,0.6661,icloud drive quirk  delete a folder with stuff   it reappears with same stuff    icloud 
606,1,1.0,it took just one month for the  iphone6plus to become the king of  phablets     is king!  jobspring  technews 
607,0,1.0,"spent 6000 eur at apple  iphone 6 camera no longer works told i got water in it,i did not  unacceptable customer service "
608,0,1.0,"rt  spent 6000 eur at apple  iphone 6 camera no longer works told i got water in it,i did not  unacceptable customer service "
609,1,0.6815,looks like  could become a leader in cs education 
610,1,0.7290000000000001,it took just one month for the  iphone6  plus to become the king of  phablets  via   aapl
611,0,1.0,"new  problem  at airport  boarding pass on phone  held up to scanner at security, and my  applepay credit card takes over screen "
612,1,0.6954,dear  i love my iphone 6 plus   a lot  it is a great achievement  but why is it the only iphone i've had that reboots 3x day?  fail
613,0,1.0, deleted users' non  itunes music and didn't tell them about it  via   apple  music
614,0,1.0,ios 8 1 has fucked my battery life on my iphone 6  really starting to wonder if  has any quality control anymore  wish i was on 8 01
615,0,0.5259,"what maketh thee of this pesky 'b' that appears at the end of people's text messages,  "
616,0,0.6373,"apple 'deleted' rivals' music from ipods, court hears      apple  itunes  ipods "
617,0,1.0,very displeased with the lack of  bdsm themed  emojis   
618,0,1.0,second phone charger broke in two weeks  i hate you
619,0,1.0,"no  today,charger broken  help please  what can i do   "
620,0,0.7119,hey  can you fix safari your queryselectorall so jquery unit tests pass?   
621,0,0.8779,'an overarching conspiracy'     amp  more accused of suppressing worker compensation  
622,0,1.0,my phone was on 19 percent and then it shut off okay  fuck you
623,0,0.6751,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
624,0,0.6722,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
625,0,0.6731,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
626,0,0.6672,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
627,1,0.49700000000000005,  yeah guys
628,1,0.6661,  i really miss you!
629,1,1.0,  so amazing
630,0,1.0,"rt  what maketh thee of this pesky 'b' that appears at the end of people's text messages,  "
631,1,0.4847,"  40,000 feet keep flying  )"
632,0,0.7044,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
633,0,1.0,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
634,1,0.6595,"  45,000 feet keeeppppp flyinggggg"
635,0,0.6719,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
636,0,0.6869,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
637,0,0.6828,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
638,0,0.7044,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
639,0,0.6672,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
640,0,0.4995,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
641,0,0.7024,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
642,0,0.5073,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
643,0,0.6719,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
644,0,0.6624,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
645,0,0.6731,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
646,0,1.0,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
647,1,0.6579,"  the plane is amazing! you look so cool  yes, we all need this battery  write me for this list   )"
648,0,0.6751,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
649,0,0.7079,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
650,0,0.7079,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
651,0,1.0,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
652,0,0.4964,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
653,1,1.0,  how cool that you're working on new music  can't wait to hear it  but you're working hard  you need rest   )
654,0,0.6779999999999999,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
655,0,1.0,"  hahha all apple users have the same problem   
 
low batteries  "
656,1,1.0,  thanks for sharing pics  awesome guys!  )
657,0,0.6719,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
658,1,0.6616,  my babyyyss
659,1,1.0,  how they look this is so cute
660,1,0.6826,  i wanna hug them so much
661,1,1.0,  this is so beautiful
662,1,1.0,  this is awesome! can i join?
663,0,0.7079,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
664,0,0.6731,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
665,1,1.0,this is why i moved over to  
666,0,1.0,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
667,0,0.7079,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
668,0,0.4833,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
669,0,0.6575,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
670,0,0.6624,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
671,0,0.7044,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
672,0,0.4833,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
673,0,0.7313,mark  zuckerberg takes shot at  apple  aapl  fb   via 
674,0,0.6624,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
675,0,0.6661,"ok,    i guess app developers should takethis weeek off, huh? "
676,1,1.0,  awsome
677,0,0.7079,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
678,1,1.0,  you all are ready to go   coloradolovesyou
679,0,0.6624,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
680,1,1.0, i want to stay with   me and  don't get along
681,0,0.7044,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
682,0,1.0,phone just died while it was plug in   what the hell?
683,0,0.4969,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
684,0,0.6731,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
685,0,1.0,  that's what i was thinking today! after nearly two years mine only lasts for four hours now  (
686,1,1.0,   appleaddict ! the show in paris was amazing !!!! thank you guys !!!! see you soon !
687,0,0.7044,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
688,1,0.6559,  'you can do it'  )
689,0,0.5041,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
690,0,0.7079,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
691,1,1.0,  wow that's amazing
692,1,0.6635,i'm really enjoying garageband    garageband
693,0,0.7079,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
694,0,0.7079,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
695,1,0.6595,i got faith in you  don't let me down  help me help you
696,1,0.6825,we're at ciosynergy  ciolosangeles   giving away  tvs   visit  and   
697,0,0.6468,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
698,0,0.6869,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
699,0,1.0,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
700,0,0.6719,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
701,0,0.6672,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
702,0,1.0,why the fuck are all my messages being sent through my email and not phone number 
703,0,1.0," aapl lawsuit   apple deleted songs from ipods without telling users  according to the guardian, apple deleted    "
704,0,1.0,can someone  tell me why i now have to reset my appletv every other day? interesting that there's a ir remote code to reset the box 
705,0,0.7364, aapl apple deleted music from customers' ipods   
706,0,0.6731,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
707,0,0.7044,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
708,0,1.0,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
709,1,0.6826,"  rules,    amp    blow!"
710,0,0.6765, tree who knows  maybe the cop didn't get a cig deal   senseless 
711,0,1.0, is this how you train your employees to deal with issues?? to hang up on the customer? after 15 fucking minutes of me waiting on hold
712,1,0.6345,  i spy a pair of m50s  keep up the good work!
713,0,1.0,finally got my iphone 6 in the mail and it comes out of the box with a busted screen   thanks 
714,0,1.0,itunes is pissing me tf off 
715,1,1.0,"rt  kantar worldpanel  iphone sales in october were 'huge'  aapl  aapl 
"
716,0,1.0," i would say it had a good life but fuck man, little guy was only like 3 mths old, fck u  and ur piece of shit chargers"
717,1,1.0,dash now accepts  applepay   thanks  for making this happen  mobilepayments  paywithdash 
718,0,1.0, pls make better chargers  )
719,1,1.0,yay  customer support was super nice and helpful and now my imessages is verified 
720,0,0.6979,waited until i finished  dissertating to install  yosemite on my aging macbook  yikes  those icons sure are  ugly!
721,0,1.0,thought this just happened to me  why i hate  to this day   via 
722,1,0.5126,'they certainly do not have the design of  or platform of  not surprised tablets phones failed '   leadinginlocal
723,1,0.6515,cool piece      
724,0,0.6879,whoever works on the  itunesconnect backend needs a good slap across the back of the head  bad  ux and vague error messages ahoy 
725,0,1.0, please work on being able to still use your phone when someone calls you so i can successfully ignore my moms call while on twitter
726,1,1.0,at the genius bar store   very helpful  aapl staff and whoever helped me was genius  comp wking again  
727,0,1.0,my iphone just autocorrected believe to beiber   how hard do you guys need to give it up?
728,0,0.7044,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
729,1,0.6357,      love it! some great dance moves too  )
730,0,1.0,what the actual fuck 
731,0,0.7044,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
732,0,1.0,"ugh so annoyed, 3 chargers in the last 4 weeks i hate you "
733,0,0.6581,"the slow food movement is a metaphor for the platform strategy of apple on iphone, ipad and apple watch   aapl"
734,0,0.7079,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! "
